""	"RTS_ID"	"TargetName"	"Module"	"CodeClass"	"ProbeID"	"Negative"
"RTS0033548"	"RTS0033548"	"HECW2"	"TAP_H_WTA_v1.0"	"Endogenous"	"46989"	FALSE
"RTS0033549"	"RTS0033549"	"RPTOR"	"TAP_H_WTA_v1.0"	"Endogenous"	"46990"	FALSE
"RTS0033550"	"RTS0033550"	"SRGAP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"46991"	FALSE
"RTS0033551"	"RTS0033551"	"CASKIN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"46992"	FALSE
"RTS0033552"	"RTS0033552"	"UBR4"	"TAP_H_WTA_v1.0"	"Endogenous"	"46993"	FALSE
"RTS0033553"	"RTS0033553"	"KCTD16"	"TAP_H_WTA_v1.0"	"Endogenous"	"46994"	FALSE
"RTS0033554"	"RTS0033554"	"RTL9"	"TAP_H_WTA_v1.0"	"Endogenous"	"46995"	FALSE
"RTS0033555"	"RTS0033555"	"CGN"	"TAP_H_WTA_v1.0"	"Endogenous"	"46996"	FALSE
"RTS0033556"	"RTS0033556"	"HACE1"	"TAP_H_WTA_v1.0"	"Endogenous"	"46997"	FALSE
"RTS0033557"	"RTS0033557"	"NUFIP2"	"TAP_H_WTA_v1.0"	"Endogenous"	"46998"	FALSE
"RTS0033558"	"RTS0033558"	"MIB1"	"TAP_H_WTA_v1.0"	"Endogenous"	"46999"	FALSE
"RTS0033559"	"RTS0033559"	"KIAA1324"	"TAP_H_WTA_v1.0"	"Endogenous"	"47000"	FALSE
"RTS0033560"	"RTS0033560"	"KIAA1328"	"TAP_H_WTA_v1.0"	"Endogenous"	"47001"	FALSE
"RTS0033561"	"RTS0033561"	"SORCS2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47002"	FALSE
"RTS0033562"	"RTS0033562"	"ALPK3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47003"	FALSE
"RTS0033563"	"RTS0033563"	"DISP3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47004"	FALSE
"RTS0033564"	"RTS0033564"	"KLHL42"	"TAP_H_WTA_v1.0"	"Endogenous"	"47005"	FALSE
"RTS0033565"	"RTS0033565"	"SYT4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47006"	FALSE
"RTS0033566"	"RTS0033566"	"PDP2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47007"	FALSE
"RTS0033567"	"RTS0033567"	"ZNF624"	"TAP_H_WTA_v1.0"	"Endogenous"	"47008"	FALSE
"RTS0033568"	"RTS0033568"	"TAOK1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47009"	FALSE
"RTS0033569"	"RTS0033569"	"NCEH1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47010"	FALSE
"RTS0033570"	"RTS0033570"	"LRRC7"	"TAP_H_WTA_v1.0"	"Endogenous"	"47011"	FALSE
"RTS0033571"	"RTS0033571"	"NLGN2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47012"	FALSE
"RTS0033572"	"RTS0033572"	"SEMA6A"	"TAP_H_WTA_v1.0"	"Endogenous"	"47013"	FALSE
"RTS0033573"	"RTS0033573"	"USP35"	"TAP_H_WTA_v1.0"	"Endogenous"	"47014"	FALSE
"RTS0033574"	"RTS0033574"	"STAMBPL1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47015"	FALSE
"RTS0033575"	"RTS0033575"	"ARRDC3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47016"	FALSE
"RTS0033576"	"RTS0033576"	"CEP126"	"TAP_H_WTA_v1.0"	"Endogenous"	"47017"	FALSE
"RTS0033577"	"RTS0033577"	"KLHL8"	"TAP_H_WTA_v1.0"	"Endogenous"	"47018"	FALSE
"RTS0033578"	"RTS0033578"	"GPHN"	"TAP_H_WTA_v1.0"	"Endogenous"	"47019"	FALSE
"RTS0033579"	"RTS0033579"	"ZNF319"	"TAP_H_WTA_v1.0"	"Endogenous"	"47020"	FALSE
"RTS0033580"	"RTS0033580"	"SIPA1L2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47021"	FALSE
"RTS0033582"	"RTS0033582"	"TRMT5"	"TAP_H_WTA_v1.0"	"Endogenous"	"47022"	FALSE
"RTS0033583"	"RTS0033583"	"DOCK6"	"TAP_H_WTA_v1.0"	"Endogenous"	"47023"	FALSE
"RTS0033584"	"RTS0033584"	"ZNF471"	"TAP_H_WTA_v1.0"	"Endogenous"	"47024"	FALSE
"RTS0033585"	"RTS0033585"	"MARCHF4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47025"	FALSE
"RTS0033586"	"RTS0033586"	"PCDH10"	"TAP_H_WTA_v1.0"	"Endogenous"	"47026"	FALSE
"RTS0033587"	"RTS0033587"	"CCDC191"	"TAP_H_WTA_v1.0"	"Endogenous"	"47027"	FALSE
"RTS0033588"	"RTS0033588"	"UNC79"	"TAP_H_WTA_v1.0"	"Endogenous"	"47028"	FALSE
"RTS0033589"	"RTS0033589"	"PREX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47029"	FALSE
"RTS0033590"	"RTS0033590"	"KCNT1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47030"	FALSE
"RTS0033591"	"RTS0033591"	"TMEM181"	"TAP_H_WTA_v1.0"	"Endogenous"	"47031"	FALSE
"RTS0033592"	"RTS0033592"	"ARHGAP21"	"TAP_H_WTA_v1.0"	"Endogenous"	"47032"	FALSE
"RTS0033593"	"RTS0033593"	"CRAMP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47033"	FALSE
"RTS0033594"	"RTS0033594"	"CFAP97"	"TAP_H_WTA_v1.0"	"Endogenous"	"47034"	FALSE
"RTS0033595"	"RTS0033595"	"ZFP28"	"TAP_H_WTA_v1.0"	"Endogenous"	"47035"	FALSE
"RTS0033596"	"RTS0033596"	"RIC1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47036"	FALSE
"RTS0033597"	"RTS0033597"	"WDFY1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47037"	FALSE
"RTS0033598"	"RTS0033598"	"MRTFA"	"TAP_H_WTA_v1.0"	"Endogenous"	"47038"	FALSE
"RTS0033599"	"RTS0033599"	"HOMEZ"	"TAP_H_WTA_v1.0"	"Endogenous"	"47039"	FALSE
"RTS0033600"	"RTS0033600"	"BEGAIN"	"TAP_H_WTA_v1.0"	"Endogenous"	"47040"	FALSE
"RTS0033601"	"RTS0033601"	"WDR48"	"TAP_H_WTA_v1.0"	"Endogenous"	"47041"	FALSE
"RTS0033602"	"RTS0033602"	"FNIP2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47042"	FALSE
"RTS0033603"	"RTS0033603"	"TRMT9B"	"TAP_H_WTA_v1.0"	"Endogenous"	"47043"	FALSE
"RTS0033604"	"RTS0033604"	"PITPNM2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47044"	FALSE
"RTS0033605"	"RTS0033605"	"SLAIN2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47045"	FALSE
"RTS0033606"	"RTS0033606"	"JCAD"	"TAP_H_WTA_v1.0"	"Endogenous"	"47046"	FALSE
"RTS0033607"	"RTS0033607"	"FAM234B"	"TAP_H_WTA_v1.0"	"Endogenous"	"47047"	FALSE
"RTS0033608"	"RTS0033608"	"RELCH"	"TAP_H_WTA_v1.0"	"Endogenous"	"47048"	FALSE
"RTS0033610"	"RTS0033610"	"TSHZ3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47049"	FALSE
"RTS0033611"	"RTS0033611"	"VPS18"	"TAP_H_WTA_v1.0"	"Endogenous"	"47050"	FALSE
"RTS0033612"	"RTS0033612"	"SHROOM3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47051"	FALSE
"RTS0033613"	"RTS0033613"	"STIM2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47052"	FALSE
"RTS0033614"	"RTS0033614"	"ZBTB2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47053"	FALSE
"RTS0033615"	"RTS0033615"	"LRFN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47054"	FALSE
"RTS0033616"	"RTS0033616"	"NYAP2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47055"	FALSE
"RTS0033617"	"RTS0033617"	"KLHL1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47056"	FALSE
"RTS0033618"	"RTS0033618"	"SH3RF1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47057"	FALSE
"RTS0033619"	"RTS0033619"	"LRCH2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47058"	FALSE
"RTS0033620"	"RTS0033620"	"CNTN3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47059"	FALSE
"RTS0033621"	"RTS0033621"	"LRRN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47060"	FALSE
"RTS0033622"	"RTS0033622"	"DNAH2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47061"	FALSE
"RTS0033623"	"RTS0033623"	"CCDC146"	"TAP_H_WTA_v1.0"	"Endogenous"	"47062"	FALSE
"RTS0033624"	"RTS0033624"	"ZNF530"	"TAP_H_WTA_v1.0"	"Endogenous"	"47063"	FALSE
"RTS0033625"	"RTS0033625"	"COL20A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47064"	FALSE
"RTS0033626"	"RTS0033626"	"ZSWIM5"	"TAP_H_WTA_v1.0"	"Endogenous"	"47065"	FALSE
"RTS0033627"	"RTS0033627"	"MYH7B"	"TAP_H_WTA_v1.0"	"Endogenous"	"47066"	FALSE
"RTS0033628"	"RTS0033628"	"USP28"	"TAP_H_WTA_v1.0"	"Endogenous"	"47067"	FALSE
"RTS0033629"	"RTS0033629"	"CIP2A"	"TAP_H_WTA_v1.0"	"Endogenous"	"47068"	FALSE
"RTS0033630"	"RTS0033630"	"DTX2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47069"	FALSE
"RTS0033631"	"RTS0033631"	"CCDC180"	"TAP_H_WTA_v1.0"	"Endogenous"	"47070"	FALSE
"RTS0033632"	"RTS0033632"	"UVSSA"	"TAP_H_WTA_v1.0"	"Endogenous"	"47071"	FALSE
"RTS0033635"	"RTS0033635"	"CALCOCO1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47072"	FALSE
"RTS0033636"	"RTS0033636"	"ZBTB4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47073"	FALSE
"RTS0033637"	"RTS0033637"	"PHRF1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47074"	FALSE
"RTS0033638"	"RTS0033638"	"CAMSAP3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47075"	FALSE
"RTS0033639"	"RTS0033639"	"USP29"	"TAP_H_WTA_v1.0"	"Endogenous"	"47076"	FALSE
"RTS0033640"	"RTS0033640"	"PLEKHA4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47077"	FALSE
"RTS0033641"	"RTS0033641"	"RDH14"	"TAP_H_WTA_v1.0"	"Endogenous"	"47078"	FALSE
"RTS0033642"	"RTS0033642"	"KIAA1549"	"TAP_H_WTA_v1.0"	"Endogenous"	"47079"	FALSE
"RTS0033643"	"RTS0033643"	"PLXNA4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47080"	FALSE
"RTS0033644"	"RTS0033644"	"FLYWCH1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47081"	FALSE
"RTS0033645"	"RTS0033645"	"ZFP14"	"TAP_H_WTA_v1.0"	"Endogenous"	"47082"	FALSE
"RTS0033646"	"RTS0033646"	"GPAM"	"TAP_H_WTA_v1.0"	"Endogenous"	"47083"	FALSE
"RTS0033647"	"RTS0033647"	"ALS2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47084"	FALSE
"RTS0033648"	"RTS0033648"	"CHD8"	"TAP_H_WTA_v1.0"	"Endogenous"	"47085"	FALSE
"RTS0033649"	"RTS0033649"	"WNK3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47086"	FALSE
"RTS0033650"	"RTS0033650"	"ZDBF2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47087"	FALSE
"RTS0033651"	"RTS0033651"	"ZBTB26"	"TAP_H_WTA_v1.0"	"Endogenous"	"47088"	FALSE
"RTS0033652"	"RTS0033652"	"CACHD1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47089"	FALSE
"RTS0033653"	"RTS0033653"	"VAT1L"	"TAP_H_WTA_v1.0"	"Endogenous"	"47090"	FALSE
"RTS0033655"	"RTS0033655"	"KIAA1586"	"TAP_H_WTA_v1.0"	"Endogenous"	"47091"	FALSE
"RTS0033656"	"RTS0033656"	"MAGEE1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47092"	FALSE
"RTS0033657"	"RTS0033657"	"ZNF317"	"TAP_H_WTA_v1.0"	"Endogenous"	"47093"	FALSE
"RTS0033658"	"RTS0033658"	"USP37"	"TAP_H_WTA_v1.0"	"Endogenous"	"47094"	FALSE
"RTS0033659"	"RTS0033659"	"DDX55"	"TAP_H_WTA_v1.0"	"Endogenous"	"47095"	FALSE
"RTS0033661"	"RTS0033661"	"CPNE5"	"TAP_H_WTA_v1.0"	"Endogenous"	"47096"	FALSE
"RTS0033662"	"RTS0033662"	"CWC22"	"TAP_H_WTA_v1.0"	"Endogenous"	"47097"	FALSE
"RTS0033663"	"RTS0033663"	"GBA2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47098"	FALSE
"RTS0033664"	"RTS0033664"	"WDFY4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47099"	FALSE
"RTS0033665"	"RTS0033665"	"DENND1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"47100"	FALSE
"RTS0033666"	"RTS0033666"	"MEAK7"	"TAP_H_WTA_v1.0"	"Endogenous"	"47101"	FALSE
"RTS0033667"	"RTS0033667"	"SLC7A14"	"TAP_H_WTA_v1.0"	"Endogenous"	"47102"	FALSE
"RTS0033668"	"RTS0033668"	"KIAA1614"	"TAP_H_WTA_v1.0"	"Endogenous"	"47103"	FALSE
"RTS0033669"	"RTS0033669"	"RNF213"	"TAP_H_WTA_v1.0"	"Endogenous"	"47104"	FALSE
"RTS0033670"	"RTS0033670"	"PRX"	"TAP_H_WTA_v1.0"	"Endogenous"	"47105"	FALSE
"RTS0033671"	"RTS0033671"	"PPP4R4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47106"	FALSE
"RTS0033672"	"RTS0033672"	"ANO8"	"TAP_H_WTA_v1.0"	"Endogenous"	"47107"	FALSE
"RTS0033673"	"RTS0033673"	"GPR107"	"TAP_H_WTA_v1.0"	"Endogenous"	"47108"	FALSE
"RTS0033674"	"RTS0033674"	"METTL14"	"TAP_H_WTA_v1.0"	"Endogenous"	"47109"	FALSE
"RTS0033675"	"RTS0033675"	"IGDCC4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47110"	FALSE
"RTS0033676"	"RTS0033676"	"EPG5"	"TAP_H_WTA_v1.0"	"Endogenous"	"47111"	FALSE
"RTS0033677"	"RTS0033677"	"NCOA5"	"TAP_H_WTA_v1.0"	"Endogenous"	"47112"	FALSE
"RTS0033678"	"RTS0033678"	"SCUBE2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47113"	FALSE
"RTS0033679"	"RTS0033679"	"AMY2B"	"TAP_H_WTA_v1.0"	"Endogenous"	"47114"	FALSE
"RTS0033680"	"RTS0033680"	"SH2B2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47115"	FALSE
"RTS0033681"	"RTS0033681"	"AQP9"	"TAP_H_WTA_v1.0"	"Endogenous"	"47116"	FALSE
"RTS0033682"	"RTS0033682"	"B3GALT1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47117"	FALSE
"RTS0033683"	"RTS0033683"	"CLDN9"	"TAP_H_WTA_v1.0"	"Endogenous"	"47118"	FALSE
"RTS0033684"	"RTS0033684"	"GNAO1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47119"	FALSE
"RTS0033685"	"RTS0033685"	"CRYGC"	"TAP_H_WTA_v1.0"	"Endogenous"	"47120"	FALSE
"RTS0033686"	"RTS0033686"	"CSH2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47121"	FALSE
"RTS0033687"	"RTS0033687"	"PDLIM1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47122"	FALSE
"RTS0033688"	"RTS0033688"	"FGF6"	"TAP_H_WTA_v1.0"	"Endogenous"	"47123"	FALSE
"RTS0033689"	"RTS0033689"	"LEFTY1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47124"	FALSE
"RTS0033690"	"RTS0033690"	"MST1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47125"	FALSE
"RTS0033691"	"RTS0033691"	"NEUROG3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47126"	FALSE
"RTS0033692"	"RTS0033692"	"IFNA6"	"TAP_H_WTA_v1.0"	"Endogenous"	"47127"	FALSE
"RTS0033693"	"RTS0033693"	"PPM1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"47128"	FALSE
"RTS0033694"	"RTS0033694"	"DHRS4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47129"	FALSE
"RTS0033695"	"RTS0033695"	"NR2F2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47130"	FALSE
"RTS0033696"	"RTS0033696"	"SCN2A"	"TAP_H_WTA_v1.0"	"Endogenous"	"47131"	FALSE
"RTS0033697"	"RTS0033697"	"DEAF1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47132"	FALSE
"RTS0033698"	"RTS0033698"	"DEFA5"	"TAP_H_WTA_v1.0"	"Endogenous"	"47133"	FALSE
"RTS0033699"	"RTS0033699"	"KCNJ12"	"TAP_H_WTA_v1.0"	"Endogenous"	"47134"	FALSE
"RTS0033700"	"RTS0033700"	"KRT34"	"TAP_H_WTA_v1.0"	"Endogenous"	"47135"	FALSE
"RTS0033701"	"RTS0033701"	"SSX3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47136"	FALSE
"RTS0033702"	"RTS0033702"	"SSX5"	"TAP_H_WTA_v1.0"	"Endogenous"	"47137"	FALSE
"RTS0033705"	"RTS0033705"	"LZTS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47138"	FALSE
"RTS0033706"	"RTS0033706"	"SNTB1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47139"	FALSE
"RTS0033707"	"RTS0033707"	"CFHR3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47140"	FALSE
"RTS0033708"	"RTS0033708"	"TLX3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47141"	FALSE
"RTS0033709"	"RTS0033709"	"RPL36A"	"TAP_H_WTA_v1.0"	"Endogenous"	"47142"	FALSE
"RTS0033710"	"RTS0033710"	"ZNF14"	"TAP_H_WTA_v1.0"	"Endogenous"	"47143"	FALSE
"RTS0033711"	"RTS0033711"	"RAP2A"	"TAP_H_WTA_v1.0"	"Endogenous"	"47144"	FALSE
"RTS0033713"	"RTS0033713"	"ZNFX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47145"	FALSE
"RTS0033714"	"RTS0033714"	"DHH"	"TAP_H_WTA_v1.0"	"Endogenous"	"47146"	FALSE
"RTS0033715"	"RTS0033715"	"ZNF248"	"TAP_H_WTA_v1.0"	"Endogenous"	"47147"	FALSE
"RTS0033716"	"RTS0033716"	"KRTAP5-8"	"TAP_H_WTA_v1.0"	"Endogenous"	"47148"	FALSE
"RTS0033724"	"RTS0033724"	"GINS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47149"	FALSE
"RTS0033725"	"RTS0033725"	"IFNA4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47150"	FALSE
"RTS0033726"	"RTS0033726"	"ART4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47151"	FALSE
"RTS0033727"	"RTS0033727"	"HCN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47152"	FALSE
"RTS0033728"	"RTS0033728"	"BMP5"	"TAP_H_WTA_v1.0"	"Endogenous"	"47153"	FALSE
"RTS0033729"	"RTS0033729"	"NDUFV2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47154"	FALSE
"RTS0033730"	"RTS0033730"	"NEFH"	"TAP_H_WTA_v1.0"	"Endogenous"	"47155"	FALSE
"RTS0033732"	"RTS0033732"	"KAT2A"	"TAP_H_WTA_v1.0"	"Endogenous"	"47156"	FALSE
"RTS0033733"	"RTS0033733"	"NMT1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47157"	FALSE
"RTS0033734"	"RTS0033734"	"DAB1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47158"	FALSE
"RTS0033735"	"RTS0033735"	"XK"	"TAP_H_WTA_v1.0"	"Endogenous"	"47159"	FALSE
"RTS0033738"	"RTS0033738"	"MTMR3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47160"	FALSE
"RTS0033739"	"RTS0033739"	"SLCO1A2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47161"	FALSE
"RTS0033740"	"RTS0033740"	"SLC5A6"	"TAP_H_WTA_v1.0"	"Endogenous"	"47162"	FALSE
"RTS0033741"	"RTS0033741"	"SLC8A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47163"	FALSE
"RTS0033742"	"RTS0033742"	"CACNA1H"	"TAP_H_WTA_v1.0"	"Endogenous"	"47164"	FALSE
"RTS0033743"	"RTS0033743"	"NFS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47165"	FALSE
"RTS0033744"	"RTS0033744"	"CLDN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47166"	FALSE
"RTS0033745"	"RTS0033745"	"TMSB10"	"TAP_H_WTA_v1.0"	"Endogenous"	"47167"	FALSE
"RTS0033746"	"RTS0033746"	"PLSCR1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47168"	FALSE
"RTS0033748"	"RTS0033748"	"COL14A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47169"	FALSE
"RTS0033749"	"RTS0033749"	"RECK"	"TAP_H_WTA_v1.0"	"Endogenous"	"47170"	FALSE
"RTS0033750"	"RTS0033750"	"SPINK2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47171"	FALSE
"RTS0033751"	"RTS0033751"	"DLG3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47172"	FALSE
"RTS0033752"	"RTS0033752"	"PMAIP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47173"	FALSE
"RTS0033753"	"RTS0033753"	"POLR2L"	"TAP_H_WTA_v1.0"	"Endogenous"	"47174"	FALSE
"RTS0033754"	"RTS0033754"	"PPA1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47175"	FALSE
"RTS0033755"	"RTS0033755"	"PPIA"	"TAP_H_WTA_v1.0"	"Endogenous"	"47176"	FALSE
"RTS0033756"	"RTS0033756"	"PTPA"	"TAP_H_WTA_v1.0"	"Endogenous"	"47177"	FALSE
"RTS0033757"	"RTS0033757"	"PPP3CB"	"TAP_H_WTA_v1.0"	"Endogenous"	"47178"	FALSE
"RTS0033758"	"RTS0033758"	"RNASEL"	"TAP_H_WTA_v1.0"	"Endogenous"	"47179"	FALSE
"RTS0033759"	"RTS0033759"	"MRPL23"	"TAP_H_WTA_v1.0"	"Endogenous"	"47180"	FALSE
"RTS0033760"	"RTS0033760"	"RPS6KA2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47181"	FALSE
"RTS0033761"	"RTS0033761"	"RTN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47182"	FALSE
"RTS0033762"	"RTS0033762"	"TNFAIP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47183"	FALSE
"RTS0033763"	"RTS0033763"	"TRAF2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47184"	FALSE
"RTS0033764"	"RTS0033764"	"KDM6A"	"TAP_H_WTA_v1.0"	"Endogenous"	"47185"	FALSE
"RTS0033765"	"RTS0033765"	"XRCC5"	"TAP_H_WTA_v1.0"	"Endogenous"	"47186"	FALSE
"RTS0033766"	"RTS0033766"	"PSIP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47187"	FALSE
"RTS0033767"	"RTS0033767"	"ANGPTL7"	"TAP_H_WTA_v1.0"	"Endogenous"	"47188"	FALSE
"RTS0033768"	"RTS0033768"	"CCNO"	"TAP_H_WTA_v1.0"	"Endogenous"	"47189"	FALSE
"RTS0033769"	"RTS0033769"	"ZNF273"	"TAP_H_WTA_v1.0"	"Endogenous"	"47190"	FALSE
"RTS0033770"	"RTS0033770"	"COTL1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47191"	FALSE
"RTS0033771"	"RTS0033771"	"CROT"	"TAP_H_WTA_v1.0"	"Endogenous"	"47192"	FALSE
"RTS0033772"	"RTS0033772"	"PSAT1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47193"	FALSE
"RTS0033773"	"RTS0033773"	"TMX4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47194"	FALSE
"RTS0033774"	"RTS0033774"	"TRIB3"	"TAP_H_WTA_v1.0"	"Endogenous"	"47195"	FALSE
"RTS0033775"	"RTS0033775"	"ABHD16A"	"TAP_H_WTA_v1.0"	"Endogenous"	"47196"	FALSE
"RTS0033776"	"RTS0033776"	"BRINP2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47197"	FALSE
"RTS0033777"	"RTS0033777"	"GATAD1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47198"	FALSE
"RTS0033778"	"RTS0033778"	"POLD4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47199"	FALSE
"RTS0033779"	"RTS0033779"	"CCAR2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47200"	FALSE
"RTS0033780"	"RTS0033780"	"HAMP"	"TAP_H_WTA_v1.0"	"Endogenous"	"47201"	FALSE
"RTS0033781"	"RTS0033781"	"G6PC2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47202"	FALSE
"RTS0033782"	"RTS0033782"	"LSM2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47203"	FALSE
"RTS0033783"	"RTS0033783"	"CCDC181"	"TAP_H_WTA_v1.0"	"Endogenous"	"47204"	FALSE
"RTS0033785"	"RTS0033785"	"HMHB1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47205"	FALSE
"RTS0033786"	"RTS0033786"	"RAP2C"	"TAP_H_WTA_v1.0"	"Endogenous"	"47206"	FALSE
"RTS0033787"	"RTS0033787"	"C6orf47"	"TAP_H_WTA_v1.0"	"Endogenous"	"47207"	FALSE
"RTS0033788"	"RTS0033788"	"CATSPERG"	"TAP_H_WTA_v1.0"	"Endogenous"	"47208"	FALSE
"RTS0033789"	"RTS0033789"	"ZP4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47209"	FALSE
"RTS0033790"	"RTS0033790"	"CYP4F11"	"TAP_H_WTA_v1.0"	"Endogenous"	"47210"	FALSE
"RTS0033791"	"RTS0033791"	"PTBP2"	"TAP_H_WTA_v1.0"	"Endogenous"	"47211"	FALSE
"RTS0033792"	"RTS0033792"	"NEUROD4"	"TAP_H_WTA_v1.0"	"Endogenous"	"47212"	FALSE
"RTS0033793"	"RTS0033793"	"HOXD11"	"TAP_H_WTA_v1.0"	"Endogenous"	"47213"	FALSE
"RTS0033794"	"RTS0033794"	"HOXD12"	"TAP_H_WTA_v1.0"	"Endogenous"	"47214"	FALSE
"RTS0033795"	"RTS0033795"	"SLC30A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"47215"	FALSE
"RTS0033796"	"RTS0033796"	"CLDN6"	"TAP_H_WTA_v1.0"	"Endogenous"	"47216"	FALSE
