""	"RTS_ID"	"TargetName"	"Module"	"CodeClass"	"ProbeID"	"Negative"
"RTS0027069"	"RTS0027069"	"LRP3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41250"	FALSE
"RTS0027070"	"RTS0027070"	"LRP4"	"TAP_H_WTA_v1.0"	"Endogenous"	"41251"	FALSE
"RTS0027071"	"RTS0027071"	"LRP5"	"TAP_H_WTA_v1.0"	"Endogenous"	"41252"	FALSE
"RTS0027072"	"RTS0027072"	"LRP6"	"TAP_H_WTA_v1.0"	"Endogenous"	"41253"	FALSE
"RTS0027074"	"RTS0027074"	"LSAMP"	"TAP_H_WTA_v1.0"	"Endogenous"	"41254"	FALSE
"RTS0027075"	"RTS0027075"	"LSP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41255"	FALSE
"RTS0027076"	"RTS0027076"	"LSS"	"TAP_H_WTA_v1.0"	"Endogenous"	"41256"	FALSE
"RTS0027078"	"RTS0027078"	"LTF"	"TAP_H_WTA_v1.0"	"Endogenous"	"41257"	FALSE
"RTS0027079"	"RTS0027079"	"LTK"	"TAP_H_WTA_v1.0"	"Endogenous"	"41258"	FALSE
"RTS0027080"	"RTS0027080"	"LUM"	"TAP_H_WTA_v1.0"	"Endogenous"	"41259"	FALSE
"RTS0027081"	"RTS0027081"	"LY6E"	"TAP_H_WTA_v1.0"	"Endogenous"	"41260"	FALSE
"RTS0027082"	"RTS0027082"	"LY6H"	"TAP_H_WTA_v1.0"	"Endogenous"	"41261"	FALSE
"RTS0027083"	"RTS0027083"	"LY75"	"TAP_H_WTA_v1.0"	"Endogenous"	"41262"	FALSE
"RTS0027084"	"RTS0027084"	"LYN"	"TAP_H_WTA_v1.0"	"Endogenous"	"41263"	FALSE
"RTS0027085"	"RTS0027085"	"SH2D1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"41264"	FALSE
"RTS0027086"	"RTS0027086"	"TACSTD2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41265"	FALSE
"RTS0027089"	"RTS0027089"	"MXD1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41266"	FALSE
"RTS0027090"	"RTS0027090"	"MAD2L1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41267"	FALSE
"RTS0027091"	"RTS0027091"	"MAFG"	"TAP_H_WTA_v1.0"	"Endogenous"	"41268"	FALSE
"RTS0027092"	"RTS0027092"	"MAFK"	"TAP_H_WTA_v1.0"	"Endogenous"	"41269"	FALSE
"RTS0027093"	"RTS0027093"	"MAGEB1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41270"	FALSE
"RTS0027094"	"RTS0027094"	"MAGEB2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41271"	FALSE
"RTS0027095"	"RTS0027095"	"MAGEB3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41272"	FALSE
"RTS0027096"	"RTS0027096"	"MAGEB4"	"TAP_H_WTA_v1.0"	"Endogenous"	"41273"	FALSE
"RTS0027097"	"RTS0027097"	"MAGOH"	"TAP_H_WTA_v1.0"	"Endogenous"	"41274"	FALSE
"RTS0027098"	"RTS0027098"	"MAL"	"TAP_H_WTA_v1.0"	"Endogenous"	"41275"	FALSE
"RTS0027099"	"RTS0027099"	"MAN2A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41276"	FALSE
"RTS0027100"	"RTS0027100"	"MAP1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"41277"	FALSE
"RTS0027101"	"RTS0027101"	"MARK3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41278"	FALSE
"RTS0027102"	"RTS0027102"	"MAS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41279"	FALSE
"RTS0027103"	"RTS0027103"	"MATN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41280"	FALSE
"RTS0027104"	"RTS0027104"	"MATN2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41281"	FALSE
"RTS0027105"	"RTS0027105"	"MATN3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41282"	FALSE
"RTS0027106"	"RTS0027106"	"MAX"	"TAP_H_WTA_v1.0"	"Endogenous"	"41283"	FALSE
"RTS0027107"	"RTS0027107"	"MAZ"	"TAP_H_WTA_v1.0"	"Endogenous"	"41284"	FALSE
"RTS0027108"	"RTS0027108"	"MBP"	"TAP_H_WTA_v1.0"	"Endogenous"	"41285"	FALSE
"RTS0027109"	"RTS0027109"	"MC1R"	"TAP_H_WTA_v1.0"	"Endogenous"	"41286"	FALSE
"RTS0027110"	"RTS0027110"	"MCM3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41287"	FALSE
"RTS0027111"	"RTS0027111"	"ADAM11"	"TAP_H_WTA_v1.0"	"Endogenous"	"41288"	FALSE
"RTS0027112"	"RTS0027112"	"ME1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41289"	FALSE
"RTS0027113"	"RTS0027113"	"ME2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41290"	FALSE
"RTS0027114"	"RTS0027114"	"MEF2C"	"TAP_H_WTA_v1.0"	"Endogenous"	"41291"	FALSE
"RTS0027115"	"RTS0027115"	"MEIS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41292"	FALSE
"RTS0027116"	"RTS0027116"	"MEIS2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41293"	FALSE
"RTS0027117"	"RTS0027117"	"MAP3K3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41294"	FALSE
"RTS0027118"	"RTS0027118"	"MFAP4"	"TAP_H_WTA_v1.0"	"Endogenous"	"41295"	FALSE
"RTS0027119"	"RTS0027119"	"MFNG"	"TAP_H_WTA_v1.0"	"Endogenous"	"41296"	FALSE
"RTS0027120"	"RTS0027120"	"SCGB2A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41297"	FALSE
"RTS0027121"	"RTS0027121"	"MGAT2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41298"	FALSE
"RTS0027122"	"RTS0027122"	"MGAT5"	"TAP_H_WTA_v1.0"	"Endogenous"	"41299"	FALSE
"RTS0027123"	"RTS0027123"	"SCGB2A2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41300"	FALSE
"RTS0027124"	"RTS0027124"	"MGMT"	"TAP_H_WTA_v1.0"	"Endogenous"	"41301"	FALSE
"RTS0027125"	"RTS0027125"	"MGST2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41302"	FALSE
"RTS0027126"	"RTS0027126"	"CD99"	"TAP_H_WTA_v1.0"	"Endogenous"	"41303"	FALSE
"RTS0027128"	"RTS0027128"	"CXCL9"	"TAP_H_WTA_v1.0"	"Endogenous"	"41304"	FALSE
"RTS0027129"	"RTS0027129"	"MKI67"	"TAP_H_WTA_v1.0"	"Endogenous"	"41305"	FALSE
"RTS0027130"	"RTS0027130"	"MAP3K11"	"TAP_H_WTA_v1.0"	"Endogenous"	"41306"	FALSE
"RTS0027131"	"RTS0027131"	"TRPM1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41307"	FALSE
"RTS0027134"	"RTS0027134"	"MMP7"	"TAP_H_WTA_v1.0"	"Endogenous"	"41308"	FALSE
"RTS0027135"	"RTS0027135"	"MMP8"	"TAP_H_WTA_v1.0"	"Endogenous"	"41309"	FALSE
"RTS0027136"	"RTS0027136"	"MMP10"	"TAP_H_WTA_v1.0"	"Endogenous"	"41310"	FALSE
"RTS0027138"	"RTS0027138"	"MMP13"	"TAP_H_WTA_v1.0"	"Endogenous"	"41311"	FALSE
"RTS0027139"	"RTS0027139"	"MMP15"	"TAP_H_WTA_v1.0"	"Endogenous"	"41312"	FALSE
"RTS0027140"	"RTS0027140"	"MMP19"	"TAP_H_WTA_v1.0"	"Endogenous"	"41313"	FALSE
"RTS0027141"	"RTS0027141"	"MN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41314"	FALSE
"RTS0027142"	"RTS0027142"	"MNDA"	"TAP_H_WTA_v1.0"	"Endogenous"	"41315"	FALSE
"RTS0027144"	"RTS0027144"	"MPV17"	"TAP_H_WTA_v1.0"	"Endogenous"	"41316"	FALSE
"RTS0027146"	"RTS0027146"	"MSH3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41317"	FALSE
"RTS0027147"	"RTS0027147"	"MSH4"	"TAP_H_WTA_v1.0"	"Endogenous"	"41318"	FALSE
"RTS0027148"	"RTS0027148"	"MSI1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41319"	FALSE
"RTS0027150"	"RTS0027150"	"MSN"	"TAP_H_WTA_v1.0"	"Endogenous"	"41320"	FALSE
"RTS0027151"	"RTS0027151"	"MSR1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41321"	FALSE
"RTS0027152"	"RTS0027152"	"MAP3K10"	"TAP_H_WTA_v1.0"	"Endogenous"	"41322"	FALSE
"RTS0027153"	"RTS0027153"	"MST1R"	"TAP_H_WTA_v1.0"	"Endogenous"	"41323"	FALSE
"RTS0027154"	"RTS0027154"	"MSX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41324"	FALSE
"RTS0027155"	"RTS0027155"	"MSX2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41325"	FALSE
"RTS0027156"	"RTS0027156"	"MTAP"	"TAP_H_WTA_v1.0"	"Endogenous"	"41326"	FALSE
"RTS0027157"	"RTS0027157"	"NUDT1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41327"	FALSE
"RTS0027158"	"RTS0027158"	"MTRR"	"TAP_H_WTA_v1.0"	"Endogenous"	"41328"	FALSE
"RTS0027159"	"RTS0027159"	"MTX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41329"	FALSE
"RTS0027160"	"RTS0027160"	"MUC2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41330"	FALSE
"RTS0027161"	"RTS0027161"	"MUC5B"	"TAP_H_WTA_v1.0"	"Endogenous"	"41331"	FALSE
"RTS0027163"	"RTS0027163"	"MVD"	"TAP_H_WTA_v1.0"	"Endogenous"	"41332"	FALSE
"RTS0027164"	"RTS0027164"	"MX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41333"	FALSE
"RTS0027166"	"RTS0027166"	"MYBPC1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41334"	FALSE
"RTS0027167"	"RTS0027167"	"MYBL2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41335"	FALSE
"RTS0027168"	"RTS0027168"	"MYC"	"TAP_H_WTA_v1.0"	"Endogenous"	"41336"	FALSE
"RTS0027169"	"RTS0027169"	"MYD88"	"TAP_H_WTA_v1.0"	"Endogenous"	"41337"	FALSE
"RTS0027170"	"RTS0027170"	"MYF6"	"TAP_H_WTA_v1.0"	"Endogenous"	"41338"	FALSE
"RTS0027171"	"RTS0027171"	"MYH3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41339"	FALSE
"RTS0027172"	"RTS0027172"	"MYH6"	"TAP_H_WTA_v1.0"	"Endogenous"	"41340"	FALSE
"RTS0027173"	"RTS0027173"	"MYH8"	"TAP_H_WTA_v1.0"	"Endogenous"	"41341"	FALSE
"RTS0027174"	"RTS0027174"	"MYH9"	"TAP_H_WTA_v1.0"	"Endogenous"	"41342"	FALSE
"RTS0027175"	"RTS0027175"	"MYL4"	"TAP_H_WTA_v1.0"	"Endogenous"	"41343"	FALSE
"RTS0027176"	"RTS0027176"	"MYL5"	"TAP_H_WTA_v1.0"	"Endogenous"	"41344"	FALSE
"RTS0027177"	"RTS0027177"	"MYOD1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41345"	FALSE
"RTS0027178"	"RTS0027178"	"MYOG"	"TAP_H_WTA_v1.0"	"Endogenous"	"41346"	FALSE
"RTS0027179"	"RTS0027179"	"PPP1R12A"	"TAP_H_WTA_v1.0"	"Endogenous"	"41347"	FALSE
"RTS0027180"	"RTS0027180"	"PPP1R12B"	"TAP_H_WTA_v1.0"	"Endogenous"	"41348"	FALSE
"RTS0027182"	"RTS0027182"	"NBN"	"TAP_H_WTA_v1.0"	"Endogenous"	"41349"	FALSE
"RTS0027183"	"RTS0027183"	"NCBP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41350"	FALSE
"RTS0027184"	"RTS0027184"	"NDN"	"TAP_H_WTA_v1.0"	"Endogenous"	"41351"	FALSE
"RTS0027185"	"RTS0027185"	"NDUFA4"	"TAP_H_WTA_v1.0"	"Endogenous"	"41352"	FALSE
"RTS0027186"	"RTS0027186"	"NDUFA6"	"TAP_H_WTA_v1.0"	"Endogenous"	"5552"	FALSE
"RTS0027187"	"RTS0027187"	"NDUFB3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41353"	FALSE
"RTS0027188"	"RTS0027188"	"NDUFB5"	"TAP_H_WTA_v1.0"	"Endogenous"	"41354"	FALSE
"RTS0027189"	"RTS0027189"	"NDUFB6"	"TAP_H_WTA_v1.0"	"Endogenous"	"41355"	FALSE
"RTS0027190"	"RTS0027190"	"NDUFC1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41356"	FALSE
"RTS0027191"	"RTS0027191"	"NDUFS4"	"TAP_H_WTA_v1.0"	"Endogenous"	"41357"	FALSE
"RTS0027192"	"RTS0027192"	"NDUFS8"	"TAP_H_WTA_v1.0"	"Endogenous"	"5597"	FALSE
"RTS0027193"	"RTS0027193"	"NEK2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41358"	FALSE
"RTS0027194"	"RTS0027194"	"NEK3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41359"	FALSE
"RTS0027195"	"RTS0027195"	"NEO1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41360"	FALSE
"RTS0027196"	"RTS0027196"	"NEUROD1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41361"	FALSE
"RTS0027197"	"RTS0027197"	"NFIX"	"TAP_H_WTA_v1.0"	"Endogenous"	"41362"	FALSE
"RTS0027198"	"RTS0027198"	"NFKBIB"	"TAP_H_WTA_v1.0"	"Endogenous"	"41363"	FALSE
"RTS0027199"	"RTS0027199"	"NFX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41364"	FALSE
"RTS0027200"	"RTS0027200"	"NFYA"	"TAP_H_WTA_v1.0"	"Endogenous"	"41365"	FALSE
"RTS0027201"	"RTS0027201"	"NGF"	"TAP_H_WTA_v1.0"	"Endogenous"	"41366"	FALSE
"RTS0027202"	"RTS0027202"	"NGFR"	"TAP_H_WTA_v1.0"	"Endogenous"	"41367"	FALSE
"RTS0027203"	"RTS0027203"	"NID1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41368"	FALSE
"RTS0027205"	"RTS0027205"	"NMBR"	"TAP_H_WTA_v1.0"	"Endogenous"	"41369"	FALSE
"RTS0027206"	"RTS0027206"	"NME3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41370"	FALSE
"RTS0027208"	"RTS0027208"	"NOVA2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41371"	FALSE
"RTS0027209"	"RTS0027209"	"NPAS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41372"	FALSE
"RTS0027210"	"RTS0027210"	"NPAS2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41373"	FALSE
"RTS0027211"	"RTS0027211"	"NPAT"	"TAP_H_WTA_v1.0"	"Endogenous"	"41374"	FALSE
"RTS0027213"	"RTS0027213"	"NPPB"	"TAP_H_WTA_v1.0"	"Endogenous"	"41375"	FALSE
"RTS0027214"	"RTS0027214"	"NPTX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41376"	FALSE
"RTS0027215"	"RTS0027215"	"NPTX2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41377"	FALSE
"RTS0027216"	"RTS0027216"	"NRAS"	"TAP_H_WTA_v1.0"	"Endogenous"	"41378"	FALSE
"RTS0027217"	"RTS0027217"	"NT5E"	"TAP_H_WTA_v1.0"	"Endogenous"	"41379"	FALSE
"RTS0027218"	"RTS0027218"	"NTF3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41380"	FALSE
"RTS0027219"	"RTS0027219"	"NTHL1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41381"	FALSE
"RTS0027220"	"RTS0027220"	"NTSR1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41382"	FALSE
"RTS0027223"	"RTS0027223"	"TBC1D25"	"TAP_H_WTA_v1.0"	"Endogenous"	"41383"	FALSE
"RTS0027224"	"RTS0027224"	"OAZ2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41384"	FALSE
"RTS0027228"	"RTS0027228"	"OLR1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41385"	FALSE
"RTS0027229"	"RTS0027229"	"OMG"	"TAP_H_WTA_v1.0"	"Endogenous"	"41386"	FALSE
"RTS0027230"	"RTS0027230"	"TNFRSF11B"	"TAP_H_WTA_v1.0"	"Endogenous"	"41387"	FALSE
"RTS0027232"	"RTS0027232"	"OR1D2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41388"	FALSE
"RTS0027233"	"RTS0027233"	"OR3A1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41389"	FALSE
"RTS0027234"	"RTS0027234"	"OR3A2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41390"	FALSE
"RTS0027235"	"RTS0027235"	"ORC5"	"TAP_H_WTA_v1.0"	"Endogenous"	"41391"	FALSE
"RTS0027236"	"RTS0027236"	"SLC22A18"	"TAP_H_WTA_v1.0"	"Endogenous"	"41392"	FALSE
"RTS0027237"	"RTS0027237"	"OSBP"	"TAP_H_WTA_v1.0"	"Endogenous"	"41393"	FALSE
"RTS0027238"	"RTS0027238"	"OVGP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41394"	FALSE
"RTS0027239"	"RTS0027239"	"P2RX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41395"	FALSE
"RTS0027240"	"RTS0027240"	"P2RX3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41396"	FALSE
"RTS0027241"	"RTS0027241"	"P2RX7"	"TAP_H_WTA_v1.0"	"Endogenous"	"41397"	FALSE
"RTS0027242"	"RTS0027242"	"P2RY1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41398"	FALSE
"RTS0027243"	"RTS0027243"	"P2RY2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41399"	FALSE
"RTS0027244"	"RTS0027244"	"P2RY4"	"TAP_H_WTA_v1.0"	"Endogenous"	"41400"	FALSE
"RTS0027245"	"RTS0027245"	"P2RY11"	"TAP_H_WTA_v1.0"	"Endogenous"	"41401"	FALSE
"RTS0027246"	"RTS0027246"	"PEBP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41402"	FALSE
"RTS0027247"	"RTS0027247"	"PABPC1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41403"	FALSE
"RTS0027249"	"RTS0027249"	"PCSK6"	"TAP_H_WTA_v1.0"	"Endogenous"	"41404"	FALSE
"RTS0027250"	"RTS0027250"	"PAFAH1B2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41405"	FALSE
"RTS0027251"	"RTS0027251"	"PRDX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41406"	FALSE
"RTS0027252"	"RTS0027252"	"SERPINB2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41407"	FALSE
"RTS0027253"	"RTS0027253"	"PAK1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41408"	FALSE
"RTS0027254"	"RTS0027254"	"PAK2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41409"	FALSE
"RTS0027255"	"RTS0027255"	"REG3A"	"TAP_H_WTA_v1.0"	"Endogenous"	"41410"	FALSE
"RTS0027256"	"RTS0027256"	"PAPPA"	"TAP_H_WTA_v1.0"	"Endogenous"	"41411"	FALSE
"RTS0027257"	"RTS0027257"	"PAWR"	"TAP_H_WTA_v1.0"	"Endogenous"	"41412"	FALSE
"RTS0027258"	"RTS0027258"	"PBX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41413"	FALSE
"RTS0027259"	"RTS0027259"	"PBX2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41414"	FALSE
"RTS0027260"	"RTS0027260"	"PCDH1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41415"	FALSE
"RTS0027261"	"RTS0027261"	"PCDH7"	"TAP_H_WTA_v1.0"	"Endogenous"	"41416"	FALSE
"RTS0027262"	"RTS0027262"	"PCDH8"	"TAP_H_WTA_v1.0"	"Endogenous"	"41417"	FALSE
"RTS0027263"	"RTS0027263"	"PCK1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41418"	FALSE
"RTS0027265"	"RTS0027265"	"PCOLCE"	"TAP_H_WTA_v1.0"	"Endogenous"	"41419"	FALSE
"RTS0027266"	"RTS0027266"	"PCSK2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41420"	FALSE
"RTS0027267"	"RTS0027267"	"CDK17"	"TAP_H_WTA_v1.0"	"Endogenous"	"41421"	FALSE
"RTS0027268"	"RTS0027268"	"CDK18"	"TAP_H_WTA_v1.0"	"Endogenous"	"41422"	FALSE
"RTS0027269"	"RTS0027269"	"PDC"	"TAP_H_WTA_v1.0"	"Endogenous"	"41423"	FALSE
"RTS0027270"	"RTS0027270"	"PDE6D"	"TAP_H_WTA_v1.0"	"Endogenous"	"41424"	FALSE
"RTS0027271"	"RTS0027271"	"PDE6G"	"TAP_H_WTA_v1.0"	"Endogenous"	"41425"	FALSE
"RTS0027272"	"RTS0027272"	"PDE7A"	"TAP_H_WTA_v1.0"	"Endogenous"	"41426"	FALSE
"RTS0027273"	"RTS0027273"	"PDGFA"	"TAP_H_WTA_v1.0"	"Endogenous"	"41427"	FALSE
"RTS0027274"	"RTS0027274"	"PDGFRB"	"TAP_H_WTA_v1.0"	"Endogenous"	"41428"	FALSE
"RTS0027275"	"RTS0027275"	"PDK1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41429"	FALSE
"RTS0027276"	"RTS0027276"	"PDK2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41430"	FALSE
"RTS0027277"	"RTS0027277"	"PDK4"	"TAP_H_WTA_v1.0"	"Endogenous"	"41431"	FALSE
"RTS0027278"	"RTS0027278"	"PDPK1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41432"	FALSE
"RTS0027279"	"RTS0027279"	"PDZK1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41433"	FALSE
"RTS0027280"	"RTS0027280"	"SERPINF1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41434"	FALSE
"RTS0027281"	"RTS0027281"	"PER1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41435"	FALSE
"RTS0027282"	"RTS0027282"	"PEX13"	"TAP_H_WTA_v1.0"	"Endogenous"	"41436"	FALSE
"RTS0027283"	"RTS0027283"	"PF4"	"TAP_H_WTA_v1.0"	"Endogenous"	"41437"	FALSE
"RTS0027284"	"RTS0027284"	"PF4V1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41438"	FALSE
"RTS0027285"	"RTS0027285"	"CFP"	"TAP_H_WTA_v1.0"	"Endogenous"	"41439"	FALSE
"RTS0027286"	"RTS0027286"	"PFDN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41440"	FALSE
"RTS0027287"	"RTS0027287"	"PFDN4"	"TAP_H_WTA_v1.0"	"Endogenous"	"41441"	FALSE
"RTS0027288"	"RTS0027288"	"PFKFB1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41442"	FALSE
"RTS0027289"	"RTS0027289"	"PFKP"	"TAP_H_WTA_v1.0"	"Endogenous"	"41443"	FALSE
"RTS0027290"	"RTS0027290"	"PFN2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41444"	FALSE
"RTS0027291"	"RTS0027291"	"PGC"	"TAP_H_WTA_v1.0"	"Endogenous"	"41445"	FALSE
"RTS0027292"	"RTS0027292"	"PGD"	"TAP_H_WTA_v1.0"	"Endogenous"	"41446"	FALSE
"RTS0027293"	"RTS0027293"	"PGF"	"TAP_H_WTA_v1.0"	"Endogenous"	"41447"	FALSE
"RTS0027295"	"RTS0027295"	"PI3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41448"	FALSE
"RTS0027296"	"RTS0027296"	"SERPINB5"	"TAP_H_WTA_v1.0"	"Endogenous"	"41449"	FALSE
"RTS0027297"	"RTS0027297"	"PIGF"	"TAP_H_WTA_v1.0"	"Endogenous"	"41450"	FALSE
"RTS0027299"	"RTS0027299"	"PIK3C2A"	"TAP_H_WTA_v1.0"	"Endogenous"	"41451"	FALSE
"RTS0027300"	"RTS0027300"	"PIK3C2B"	"TAP_H_WTA_v1.0"	"Endogenous"	"41452"	FALSE
"RTS0027301"	"RTS0027301"	"PIK3C3"	"TAP_H_WTA_v1.0"	"Endogenous"	"41453"	FALSE
"RTS0027302"	"RTS0027302"	"PIM1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41454"	FALSE
"RTS0027303"	"RTS0027303"	"PIK3CG"	"TAP_H_WTA_v1.0"	"Endogenous"	"41455"	FALSE
"RTS0027304"	"RTS0027304"	"PIP"	"TAP_H_WTA_v1.0"	"Endogenous"	"41456"	FALSE
"RTS0027305"	"RTS0027305"	"PITX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41457"	FALSE
"RTS0027306"	"RTS0027306"	"PLAGL2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41458"	FALSE
"RTS0027308"	"RTS0027308"	"PLCG1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41459"	FALSE
"RTS0027309"	"RTS0027309"	"PLCG2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41460"	FALSE
"RTS0027310"	"RTS0027310"	"PLEK"	"TAP_H_WTA_v1.0"	"Endogenous"	"41461"	FALSE
"RTS0027311"	"RTS0027311"	"PLIN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41462"	FALSE
"RTS0027312"	"RTS0027312"	"PLN"	"TAP_H_WTA_v1.0"	"Endogenous"	"41463"	FALSE
"RTS0027313"	"RTS0027313"	"PLP2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41464"	FALSE
"RTS0027314"	"RTS0027314"	"PLRG1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41465"	FALSE
"RTS0027315"	"RTS0027315"	"PLS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41466"	FALSE
"RTS0027316"	"RTS0027316"	"PMCH"	"TAP_H_WTA_v1.0"	"Endogenous"	"41467"	FALSE
"RTS0027317"	"RTS0027317"	"PML"	"TAP_H_WTA_v1.0"	"Endogenous"	"41468"	FALSE
"RTS0027318"	"RTS0027318"	"PMM1"	"TAP_H_WTA_v1.0"	"Endogenous"	"41469"	FALSE
"RTS0027319"	"RTS0027319"	"PMP2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41470"	FALSE
"RTS0027320"	"RTS0027320"	"PNMT"	"TAP_H_WTA_v1.0"	"Endogenous"	"41471"	FALSE
"RTS0027321"	"RTS0027321"	"PNN"	"TAP_H_WTA_v1.0"	"Endogenous"	"41472"	FALSE
"RTS0027322"	"RTS0027322"	"SEPTIN5"	"TAP_H_WTA_v1.0"	"Endogenous"	"41473"	FALSE
"RTS0027323"	"RTS0027323"	"POLA2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41474"	FALSE
"RTS0027324"	"RTS0027324"	"POLB"	"TAP_H_WTA_v1.0"	"Endogenous"	"41475"	FALSE
"RTS0027325"	"RTS0027325"	"POLE2"	"TAP_H_WTA_v1.0"	"Endogenous"	"41476"	FALSE
"RTS0027326"	"RTS0027326"	"POLG"	"TAP_H_WTA_v1.0"	"Endogenous"	"41477"	FALSE
